Cboe Volume and Put/Call Ratio data is compiled for the convenience of site visitors and is furnished without responsibility for accuracy and is accepted by the site visitor on the condition that transmission or omissions shall not be made the basis for any claim demand or cause for action.  As of June 11 2012 Equity Volume includes only the volume of equity option products and excludes that of exchange-traded products.  Historical index volume from November 1 2006 through May 31 2012 is based on cleared volume as reported by the OCC. The volume data reflected after May 31 2012 below is based upon preliminary reported volume rather than cleared volume. The information and data was obtained from sources believed to be reliable but accuracy is not guaranteed. Your use of Cboe Volume and Put/Call Ratio data is subject to the Terms and Conditions of Cboe Websites.,,,,
, PRODUCT: EQUITY,,EXCHANGE: Cboe,
12/09/2013, 987552, 610511, 1598063, 0.62
12/10/2013, 933277, 537039, 1470316, 0.58
12/11/2013, 988384, 609726, 1598110, 0.62
12/12/2013, 1070098, 563694, 1633792, 0.53
12/13/2013, 964168, 643938, 1608106, 0.67
12/16/2013, 967608, 481954, 1449562, 0.50
12/17/2013, 1052970, 561173, 1614143, 0.53
12/18/2013, 1307296, 814502, 2121798, 0.62
12/19/2013, 1173892, 611810, 1785702, 0.52
12/20/2013, 1674286, 831986, 2506272, 0.50
12/23/2013, 1329187, 654076, 1983263, 0.49
12/24/2013, 617199, 286322, 903521, 0.46
12/26/2013, 841970, 496660, 1338630, 0.59
12/27/2013, 1060337, 567824, 1628161, 0.54
12/30/2013, 1029930, 506622, 1536552, 0.49
12/31/2013, 993447, 453040, 1446487, 0.46
01/02/2014, 1095587, 616347, 1711934, 0.56
01/03/2014, 1148373, 623494, 1771867, 0.54
01/06/2014, 1287636, 673624, 1961260, 0.52
01/07/2014, 1414866, 667557, 2082423, 0.47
01/08/2014, 1414755, 710741, 2125496, 0.50
01/09/2014, 1492315, 814895, 2307210, 0.55
01/10/2014, 1608895, 849179, 2458074, 0.53
01/13/2014, 1440922, 878355, 2319277, 0.61
01/14/2014, 1394833, 726999, 2121832, 0.52
01/15/2014, 1845563, 891302, 2736865, 0.48
01/16/2014, 1576034, 890926, 2466960, 0.57
01/17/2014, 1979449, 1049060, 3028509, 0.53
01/21/2014, 1492797, 857055, 2349852, 0.57
01/22/2014, 1407929, 734749, 2142678, 0.52
01/23/2014, 1346004, 879643, 2225647, 0.65
01/24/2014, 1660673, 1146225, 2806898, 0.69
01/27/2014, 1496685, 793579, 2290264, 0.53
01/28/2014, 1225915, 648952, 1874867, 0.53
01/29/2014, 1202254, 746970, 1949224, 0.62
01/30/2014, 1345559, 726483, 2072042, 0.54
01/31/2014, 1343844, 886751, 2230595, 0.66
02/03/2014, 1366803, 840283, 2207086, 0.61
02/04/2014, 1159295, 693919, 1853214, 0.60
02/05/2014, 1254114, 772771, 2026885, 0.62
02/06/2014, 1258650, 765132, 2023782, 0.61
02/07/2014, 1385288, 939405, 2324693, 0.68
02/10/2014, 1016821, 717369, 1734190, 0.71
02/11/2014, 1282550, 707899, 1990449, 0.55
02/12/2014, 1091205, 698278, 1789483, 0.64
02/13/2014, 1353117, 768603, 2121720, 0.57
02/14/2014, 1254467, 720650, 1975117, 0.57
02/18/2014, 1231461, 749959, 1981420, 0.61
02/19/2014, 1311492, 724952, 2036444, 0.55
02/20/2014, 1300181, 751977, 2052158, 0.58
02/21/2014, 1619551, 894944, 2514495, 0.55
02/24/2014, 1446605, 794231, 2240836, 0.55
02/25/2014, 1291604, 730752, 2022356, 0.57
02/26/2014, 1313950, 755043, 2068993, 0.57
02/27/2014, 1215816, 710189, 1926005, 0.58
02/28/2014, 1422140, 895915, 2318055, 0.63
03/03/2014, 1021232, 634616, 1655848, 0.62
03/04/2014, 1293919, 617979, 1911898, 0.48
03/05/2014, 1350090, 614508, 1964598, 0.46
03/06/2014, 1337040, 703345, 2040385, 0.53
03/07/2014, 1283407, 709704, 1993111, 0.55
03/10/2014, 973428, 650435, 1623863, 0.67
03/11/2014, 1190112, 691972, 1882084, 0.58
03/12/2014, 949706, 672270, 1621976, 0.71
03/13/2014, 1224166, 846943, 2071109, 0.69
03/14/2014, 1255743, 864258, 2120001, 0.69
03/17/2014, 987063, 560258, 1547321, 0.57
03/18/2014, 1044200, 569299, 1613499, 0.55
03/19/2014, 1128832, 596821, 1725653, 0.53
03/20/2014, 1313327, 718867, 2032194, 0.55
03/21/2014, 1623688, 1004979, 2628667, 0.62
03/24/2014, 1230940, 807877, 2038817, 0.66
03/25/2014, 1201404, 641657, 1843061, 0.53
03/26/2014, 1190334, 765067, 1955401, 0.64
03/27/2014, 1245466, 712028, 1957494, 0.57
03/28/2014, 1132631, 728463, 1861094, 0.64
03/31/2014, 957440, 543919, 1501359, 0.57
04/01/2014, 1140176, 535526, 1675702, 0.47
04/02/2014, 1034225, 532460, 1566685, 0.51
04/03/2014, 1036264, 616291, 1652555, 0.59
04/04/2014, 1353316, 881123, 2234439, 0.65
04/07/2014, 1191687, 735204, 1926891, 0.62
04/08/2014, 992829, 558607, 1551436, 0.56
04/09/2014, 1215530, 551511, 1767041, 0.45
04/10/2014, 1030621, 720460, 1751081, 0.70
04/11/2014, 1085976, 814735, 1900711, 0.75
04/14/2014, 930636, 569535, 1500171, 0.61
04/15/2014, 1193003, 703254, 1896257, 0.59
04/16/2014, 1219255, 651101, 1870356, 0.53
04/17/2014, 1461005, 838080, 2299085, 0.57
04/21/2014, 1068453, 502807, 1571260, 0.47
04/22/2014, 1089786, 520429, 1610215, 0.48
04/23/2014, 1052651, 728528, 1781179, 0.69
04/24/2014, 1258327, 767066, 2025393, 0.61
04/25/2014, 1205943, 861370, 2067313, 0.71
04/28/2014, 1258431, 865253, 2123684, 0.69
04/29/2014, 1090565, 666455, 1757020, 0.61
04/30/2014, 1125769, 608590, 1734359, 0.54
05/01/2014, 1192726, 668824, 1861550, 0.56
05/02/2014, 955063, 621648, 1576711, 0.65
05/05/2014, 781443, 508622, 1290065, 0.65
05/06/2014, 1049527, 713728, 1763255, 0.68
05/07/2014, 1183947, 798214, 1982161, 0.67
05/08/2014, 1095234, 718012, 1813246, 0.66
05/09/2014, 981880, 710647, 1692527, 0.72
05/12/2014, 1045035, 552397, 1597432, 0.53
05/13/2014, 981878, 598112, 1579990, 0.61
05/14/2014, 839671, 600405, 1440076, 0.72
05/15/2014, 1075564, 741764, 1817328, 0.69
05/16/2014, 1149404, 783528, 1932932, 0.68
05/19/2014, 1031567, 556188, 1587755, 0.54
05/20/2014, 893701, 589710, 1483411, 0.66
05/21/2014, 851930, 575500, 1427430, 0.68
05/22/2014, 861051, 610257, 1471308, 0.71
05/23/2014, 1016591, 591881, 1608472, 0.58
05/27/2014, 1090183, 580342, 1670525, 0.53
05/28/2014, 863949, 486654, 1350603, 0.56
05/29/2014, 1036011, 543871, 1579882, 0.52
05/30/2014, 1145218, 638659, 1783877, 0.56
06/02/2014, 774029, 482891, 1256920, 0.62
06/03/2014, 811243, 468995, 1280238, 0.58
06/04/2014, 1145475, 493350, 1638825, 0.43
06/05/2014, 1073466, 535021, 1608487, 0.50
06/06/2014, 1281037, 608426, 1889463, 0.47
06/09/2014, 1128969, 536838, 1665807, 0.48
06/10/2014, 1218867, 628130, 1846997, 0.52
06/11/2014, 1047813, 525927, 1573740, 0.50
06/12/2014, 1277212, 650399, 1927611, 0.51
06/13/2014, 1154670, 645157, 1799827, 0.56
06/16/2014, 993144, 473976, 1467120, 0.48
06/17/2014, 1033096, 503924, 1537020, 0.49
06/18/2014, 1349175, 516593, 1865768, 0.38
06/19/2014, 1206358, 561002, 1767360, 0.47
06/20/2014, 1600399, 825912, 2426311, 0.52
06/23/2014, 1231397, 666232, 1897629, 0.54
06/24/2014, 1203627, 625342, 1828969, 0.52
06/25/2014, 1064427, 517206, 1581633, 0.49
06/26/2014, 980298, 565779, 1546077, 0.58
06/27/2014, 1032959, 538787, 1571746, 0.52
06/30/2014, 1020910, 513842, 1534752, 0.50
07/01/2014, 1212579, 623259, 1835838, 0.51
07/02/2014, 1020080, 585984, 1606064, 0.57
07/03/2014, 814918, 401851, 1216769, 0.49
07/07/2014, 1074838, 653092, 1727930, 0.61
07/08/2014, 1225028, 768609, 1993637, 0.63
07/09/2014, 996828, 539015, 1535843, 0.54
07/10/2014, 981919, 658585, 1640504, 0.67
07/11/2014, 1176086, 635493, 1811579, 0.54
07/14/2014, 1034655, 596017, 1630672, 0.58
07/15/2014, 1070916, 621050, 1691966, 0.58
07/16/2014, 1544338, 770552, 2314890, 0.50
07/17/2014, 1336899, 889963, 2226862, 0.67
07/18/2014, 1554179, 865032, 2419211, 0.56
07/21/2014, 989087, 612984, 1602071, 0.62
07/22/2014, 1204019, 707694, 1911713, 0.59
07/23/2014, 1451893, 853875, 2305768, 0.59
07/24/2014, 1265176, 730137, 1995313, 0.58
07/25/2014, 1165984, 717631, 1883615, 0.62
07/28/2014, 1014794, 595747, 1610541, 0.59
07/29/2014, 1069898, 639071, 1708969, 0.60
07/30/2014, 1175991, 673820, 1849811, 0.57
07/31/2014, 1443155, 916681, 2359836, 0.64
08/01/2014, 1116272, 1156395, 2272667, 1.04
08/04/2014, 817377, 513555, 1330932, 0.63
08/05/2014, 792536, 586926, 1379462, 0.74
08/06/2014, 856101, 686877, 1542978, 0.80
08/07/2014, 1004791, 648128, 1652919, 0.65
08/08/2014, 908680, 594034, 1502714, 0.65
08/11/2014, 884384, 502522, 1386906, 0.57
08/12/2014, 809947, 539081, 1349028, 0.67
08/13/2014, 1019648, 665552, 1685200, 0.65
08/14/2014, 1012068, 607912, 1619980, 0.60
08/15/2014, 1350137, 855030, 2205167, 0.63
08/18/2014, 1104230, 553213, 1657443, 0.50
08/19/2014, 969422, 561842, 1531264, 0.58
08/20/2014, 825343, 462892, 1288235, 0.56
08/21/2014, 975017, 497556, 1472573, 0.51
08/22/2014, 999928, 561866, 1561794, 0.56
08/25/2014, 729525, 463559, 1193084, 0.64
08/26/2014, 886857, 472129, 1358986, 0.53
08/27/2014, 858107, 529634, 1387741, 0.62
08/28/2014, 774286, 476577, 1250863, 0.62
08/29/2014, 897281, 506634, 1403915, 0.56
09/02/2014, 1112719, 704985, 1817704, 0.63
09/03/2014, 1242695, 802673, 2045368, 0.65
09/04/2014, 1110373, 723850, 1834223, 0.65
09/05/2014, 1167493, 724797, 1892290, 0.62
09/08/2014, 1043570, 636780, 1680350, 0.61
09/09/2014, 1298158, 759590, 2057748, 0.59
09/10/2014, 1187148, 691423, 1878571, 0.58
09/11/2014, 986233, 627508, 1613741, 0.64
09/12/2014, 1352531, 785721, 2138252, 0.58
09/15/2014, 1191979, 731113, 1923092, 0.61
09/16/2014, 1104894, 706969, 1811863, 0.64
09/17/2014, 1068025, 621497, 1689522, 0.58
09/18/2014, 1228861, 762798, 1991659, 0.62
09/19/2014, 1712051, 939686, 2651737, 0.55
09/22/2014, 1159234, 794183, 1953417, 0.69
09/23/2014, 1038232, 681676, 1719908, 0.66
09/24/2014, 988521, 625336, 1613857, 0.63
09/25/2014, 1098824, 848474, 1947298, 0.77
09/26/2014, 992295, 703023, 1695318, 0.71
09/29/2014, 901681, 635172, 1536853, 0.70
09/30/2014, 1058595, 692797, 1751392, 0.65
10/01/2014, 1040041, 815545, 1855586, 0.78
10/02/2014, 1293607, 796103, 2089710, 0.62
10/03/2014, 1295434, 693298, 1988732, 0.54
10/06/2014, 996033, 627190, 1623223, 0.63
10/07/2014, 1039321, 659251, 1698572, 0.63
10/08/2014, 1344522, 882366, 2226888, 0.66
10/09/2014, 1248713, 940010, 2188723, 0.75
10/10/2014, 1391179, 1207411, 2598590, 0.87
10/13/2014, 1064687, 969292, 2033979, 0.91
10/14/2014, 1218284, 954952, 2173236, 0.78
10/15/2014, 1547938, 1173661, 2721599, 0.76
10/16/2014, 1357788, 865669, 2223457, 0.64
10/17/2014, 1532980, 1085677, 2618657, 0.71
10/20/2014, 1150775, 674191, 1824966, 0.59
10/21/2014, 1360425, 821370, 2181795, 0.60
10/22/2014, 1093621, 811603, 1905224, 0.74
10/23/2014, 1219121, 744641, 1963762, 0.61
10/24/2014, 1217007, 765885, 1982892, 0.63
10/27/2014, 916671, 609083, 1525754, 0.66
10/28/2014, 1222794, 818915, 2041709, 0.67
10/29/2014, 1089307, 789150, 1878457, 0.72
10/30/2014, 1182953, 687197, 1870150, 0.58
10/31/2014, 1611418, 810601, 2422019, 0.50
11/03/2014, 1157725, 702597, 1860322, 0.61
11/04/2014, 1019783, 679470, 1699253, 0.67
11/05/2014, 1015430, 638753, 1654183, 0.63
11/06/2014, 1028457, 705352, 1733809, 0.69
11/07/2014, 1166907, 661445, 1828352, 0.57
11/10/2014, 940321, 629553, 1569874, 0.67
11/11/2014, 860137, 553978, 1414115, 0.64
11/12/2014, 1207781, 733384, 1941165, 0.61
11/13/2014, 1328653, 752423, 2081076, 0.57
11/14/2014, 1310676, 694455, 2005131, 0.53
11/17/2014, 1140115, 634422, 1774537, 0.56
11/18/2014, 1272792, 599152, 1871944, 0.47
11/19/2014, 1059306, 632848, 1692154, 0.60
11/20/2014, 1156174, 631602, 1787776, 0.55
11/21/2014, 1582985, 771664, 2354649, 0.49
11/24/2014, 1126568, 613312, 1739880, 0.54
11/25/2014, 1050732, 655394, 1706126, 0.62
11/26/2014, 913352, 577949, 1491301, 0.63
11/28/2014, 810374, 526359, 1336733, 0.65
12/01/2014, 1247547, 776232, 2023779, 0.62
12/02/2014, 953300, 615297, 1568597, 0.65
12/03/2014, 935706, 604914, 1540620, 0.65
12/04/2014, 876429, 579656, 1456085, 0.66
12/05/2014, 1329311, 663258, 1992569, 0.50
12/08/2014, 1240062, 764250, 2004312, 0.62
12/09/2014, 996670, 774691, 1771361, 0.78
12/10/2014, 1002145, 743328, 1745473, 0.74
12/11/2014, 928958, 664359, 1593317, 0.72
12/12/2014, 1086847, 855211, 1942058, 0.79
12/15/2014, 1234503, 920988, 2155491, 0.75
12/16/2014, 1101241, 811260, 1912501, 0.74
12/17/2014, 1091917, 772942, 1864859, 0.71
12/18/2014, 1196527, 691629, 1888156, 0.58
12/19/2014, 1425468, 835661, 2261129, 0.59
12/22/2014, 1173290, 575930, 1749220, 0.49
12/23/2014, 1119764, 582043, 1701807, 0.52
12/24/2014, 465330, 279144, 744474, 0.60
12/26/2014, 764179, 421432, 1185611, 0.55
12/29/2014, 715893, 460147, 1176040, 0.64
12/30/2014, 659330, 437283, 1096613, 0.66
12/31/2014, 906399, 507239, 1413638, 0.56
01/02/2015, 813248, 649175, 1462423, 0.80
01/05/2015, 885287, 695746, 1581033, 0.79
01/06/2015, 1298604, 770872, 2069476, 0.59
01/07/2015, 949054, 690637, 1639691, 0.73
01/08/2015, 1215395, 655615, 1871010, 0.54
01/09/2015, 1023253, 654819, 1678072, 0.64
01/12/2015, 982561, 672618, 1655179, 0.68
01/13/2015, 1346444, 883389, 2229833, 0.66
01/14/2015, 1136349, 856272, 1992621, 0.75
01/15/2015, 1236347, 893380, 2129727, 0.72
01/16/2015, 1610252, 1095682, 2705934, 0.68
01/20/2015, 942491, 578526, 1521017, 0.61
01/21/2015, 865632, 519089, 1384721, 0.60
01/22/2015, 1121261, 649877, 1771138, 0.58
01/23/2015, 995244, 695310, 1690554, 0.70
01/26/2015, 865102, 568997, 1434099, 0.66
01/27/2015, 945523, 716428, 1661951, 0.76
01/28/2015, 1235207, 830467, 2065674, 0.67
01/29/2015, 1143484, 902777, 2046261, 0.79
01/30/2015, 1121537, 757868, 1879405, 0.68
02/02/2015, 776991, 590705, 1367696, 0.76
02/03/2015, 1113184, 599278, 1712462, 0.54
02/04/2015, 971527, 572415, 1543942, 0.59
02/05/2015, 1023640, 679280, 1702920, 0.66
02/06/2015, 1210669, 834697, 2045366, 0.69
02/09/2015, 812519, 611411, 1423930, 0.75
02/10/2015, 897029, 590045, 1487074, 0.66
02/11/2015, 1050724, 658556, 1709280, 0.63
02/12/2015, 1303587, 720993, 2024580, 0.55
02/13/2015, 1318555, 739576, 2058131, 0.56
02/17/2015, 1008659, 586234, 1594893, 0.58
02/18/2015, 971501, 562922, 1534423, 0.58
02/19/2015, 1143088, 625633, 1768721, 0.55
02/20/2015, 1365182, 727169, 2092351, 0.53
02/23/2015, 1010308, 623947, 1634255, 0.62
02/24/2015, 1053088, 599174, 1652262, 0.57
02/25/2015, 1074931, 684344, 1759275, 0.64
02/26/2015, 1139947, 744545, 1884492, 0.65
02/27/2015, 1058409, 682380, 1740789, 0.64
03/02/2015, 777346, 444643, 1221989, 0.57
03/03/2015, 830818, 545030, 1375848, 0.66
03/04/2015, 798636, 489223, 1287859, 0.61
03/05/2015, 916597, 588088, 1504685, 0.64
03/06/2015, 1116602, 743627, 1860229, 0.67
03/09/2015, 884937, 575347, 1460284, 0.65
03/10/2015, 885807, 596476, 1482283, 0.67
03/11/2015, 872647, 580798, 1453445, 0.67
03/12/2015, 947977, 618462, 1566439, 0.65
03/13/2015, 884064, 706676, 1590740, 0.80
03/16/2015, 798554, 548211, 1346765, 0.69
03/17/2015, 779655, 579485, 1359140, 0.74
03/18/2015, 979088, 639101, 1618189, 0.65
03/19/2015, 987129, 583905, 1571034, 0.59
03/20/2015, 1319315, 756553, 2075868, 0.57
03/23/2015, 907438, 503796, 1411234, 0.56
03/24/2015, 751475, 523710, 1275185, 0.70
03/25/2015, 987157, 684767, 1671924, 0.69
03/26/2015, 994232, 581586, 1575818, 0.58
03/27/2015, 789359, 625401, 1414760, 0.79
03/30/2015, 794197, 419926, 1214123, 0.53
03/31/2015, 663299, 433090, 1096389, 0.65
04/01/2015, 761303, 580431, 1341734, 0.76
04/02/2015, 756875, 611739, 1368614, 0.81
04/06/2015, 773281, 383367, 1156648, 0.50
04/07/2015, 689156, 409014, 1098170, 0.59
04/08/2015, 789917, 474811, 1264728, 0.60
04/09/2015, 758171, 452847, 1211018, 0.60
04/10/2015, 984782, 531953, 1516735, 0.54
04/13/2015, 865840, 512653, 1378493, 0.59
04/14/2015, 827264, 546388, 1373652, 0.66
04/15/2015, 1066847, 631818, 1698665, 0.59
04/16/2015, 1062271, 708283, 1770554, 0.67
04/17/2015, 1190104, 877867, 2067971, 0.74
04/20/2015, 991351, 553385, 1544736, 0.56
04/21/2015, 791276, 505138, 1296414, 0.64
04/22/2015, 997741, 572000, 1569741, 0.57
04/23/2015, 1052971, 691952, 1744923, 0.66
04/24/2015, 1155044, 696136, 1851180, 0.60
04/27/2015, 1047466, 685131, 1732597, 0.65
04/28/2015, 1121640, 714654, 1836294, 0.64
04/29/2015, 1067503, 733279, 1800782, 0.69
04/30/2015, 1037691, 751906, 1789597, 0.72
05/01/2015, 1029649, 629136, 1658785, 0.61
05/04/2015, 789566, 431329, 1220895, 0.55
05/05/2015, 884002, 657404, 1541406, 0.74
05/06/2015, 881868, 646786, 1528654, 0.73
05/07/2015, 751025, 519715, 1270740, 0.69
05/08/2015, 1024172, 559959, 1584131, 0.55
05/11/2015, 724288, 439172, 1163460, 0.61
05/12/2015, 695793, 445738, 1141531, 0.64
05/13/2015, 796087, 449568, 1245655, 0.56
05/14/2015, 907237, 542668, 1449905, 0.60
05/15/2015, 1076432, 600873, 1677305, 0.56
05/18/2015, 922192, 608786, 1530978, 0.66
05/19/2015, 803780, 475949, 1279729, 0.59
05/20/2015, 828220, 481436, 1309656, 0.58
05/21/2015, 788524, 559851, 1348375, 0.71
05/22/2015, 758622, 488171, 1246793, 0.64
05/26/2015, 731884, 538147, 1270031, 0.74
05/27/2015, 739801, 430444, 1170245, 0.58
05/28/2015, 685900, 484098, 1169998, 0.71
05/29/2015, 837624, 474986, 1312610, 0.57
06/01/2015, 795045, 524175, 1319220, 0.66
06/02/2015, 718968, 389004, 1107972, 0.54
06/03/2015, 769105, 393757, 1162862, 0.51
06/04/2015, 823072, 503836, 1326908, 0.61
06/05/2015, 801071, 489179, 1290250, 0.61
06/08/2015, 795341, 485865, 1281206, 0.61
06/09/2015, 752022, 470424, 1222446, 0.63
06/10/2015, 956113, 437968, 1394081, 0.46
06/11/2015, 710363, 416199, 1126562, 0.59
06/12/2015, 705718, 475420, 1181138, 0.67
06/15/2015, 672729, 446621, 1119350, 0.66
06/16/2015, 696396, 447488, 1143884, 0.64
06/17/2015, 816228, 449783, 1266011, 0.55
06/18/2015, 876345, 557008, 1433353, 0.64
06/19/2015, 998061, 625415, 1623476, 0.63
06/22/2015, 812292, 452184, 1264476, 0.56
06/23/2015, 779859, 478441, 1258300, 0.61
06/24/2015, 817929, 422248, 1240177, 0.52
06/25/2015, 719633, 467709, 1187342, 0.65
06/26/2015, 782894, 580590, 1363484, 0.74
06/29/2015, 710695, 665510, 1376205, 0.94
06/30/2015, 639602, 535007, 1174609, 0.84
07/01/2015, 650570, 405178, 1055748, 0.62
07/02/2015, 591448, 412949, 1004397, 0.70
07/06/2015, 689268, 446441, 1135709, 0.65
07/07/2015, 877764, 683815, 1561579, 0.78
07/08/2015, 647140, 560924, 1208064, 0.87
07/09/2015, 806406, 556342, 1362748, 0.69
07/10/2015, 768790, 516646, 1285436, 0.67
07/13/2015, 816857, 452479, 1269336, 0.55
07/14/2015, 786771, 497364, 1284135, 0.63
07/15/2015, 787137, 534632, 1321769, 0.68
07/16/2015, 969909, 688171, 1658080, 0.71
07/17/2015, 1230884, 679313, 1910197, 0.55
07/20/2015, 1031393, 579921, 1611314, 0.56
07/21/2015, 802074, 552672, 1354746, 0.69
07/22/2015, 1038895, 638721, 1677616, 0.61
07/23/2015, 869933, 680213, 1550146, 0.78
07/24/2015, 877490, 754525, 1632015, 0.86
07/27/2015, 739156, 544485, 1283641, 0.74
07/28/2015, 794616, 495239, 1289855, 0.62
07/29/2015, 895660, 559486, 1455146, 0.62
07/30/2015, 931308, 468036, 1399344, 0.50
07/31/2015, 778472, 532348, 1310820, 0.68
08/03/2015, 775995, 569751, 1345746, 0.73
08/04/2015, 811805, 610690, 1422495, 0.75
08/05/2015, 899234, 688704, 1587938, 0.77
08/06/2015, 835307, 684295, 1519602, 0.82
08/07/2015, 711962, 591001, 1302963, 0.83
08/10/2015, 706076, 463493, 1169569, 0.66
08/11/2015, 775401, 609468, 1384869, 0.79
08/12/2015, 887955, 736374, 1624329, 0.83
08/13/2015, 640879, 473653, 1114532, 0.74
08/14/2015, 647314, 436409, 1083723, 0.67
08/17/2015, 850654, 590599, 1441253, 0.69
08/18/2015, 576344, 378749, 955093, 0.66
08/19/2015, 707568, 573359, 1280927, 0.81
08/20/2015, 953837, 780901, 1734738, 0.82
08/21/2015, 1255393, 1304012, 2559405, 1.04
08/24/2015, 1002932, 876166, 1879098, 0.87
08/25/2015, 852856, 595154, 1448010, 0.70
08/26/2015, 810339, 687228, 1497567, 0.85
08/27/2015, 941270, 713020, 1654290, 0.76
08/28/2015, 726296, 524450, 1250746, 0.72
08/31/2015, 588595, 386287, 974882, 0.66
09/01/2015, 738242, 544548, 1282790, 0.74
09/02/2015, 663121, 481877, 1144998, 0.73
09/03/2015, 617988, 421553, 1039541, 0.68
09/04/2015, 535567, 475878, 1011445, 0.89
09/08/2015, 622117, 408701, 1030818, 0.66
09/09/2015, 892082, 636770, 1528852, 0.71
09/10/2015, 633412, 488693, 1122105, 0.77
09/11/2015, 561230, 453314, 1014544, 0.81
09/14/2015, 637942, 580297, 1218239, 0.91
09/15/2015, 787708, 681650, 1469358, 0.87
09/16/2015, 760840, 557526, 1318366, 0.73
09/17/2015, 877049, 651203, 1528252, 0.74
09/18/2015, 911801, 759499, 1671300, 0.83
09/21/2015, 768851, 423956, 1192807, 0.55
09/22/2015, 596135, 474526, 1070661, 0.80
09/23/2015, 538719, 373969, 912688, 0.69
09/24/2015, 647767, 559508, 1207275, 0.86
09/25/2015, 661635, 492306, 1153941, 0.74
09/28/2015, 589762, 552872, 1142634, 0.94
09/29/2015, 574740, 543951, 1118691, 0.95
09/30/2015, 595452, 416425, 1011877, 0.70
10/01/2015, 600173, 437216, 1037389, 0.73
10/02/2015, 835496, 560257, 1395753, 0.67
10/05/2015, 813612, 501108, 1314720, 0.62
10/06/2015, 657878, 447637, 1105515, 0.68
10/07/2015, 726649, 600156, 1326805, 0.83
10/08/2015, 712465, 501224, 1213689, 0.70
10/09/2015, 720690, 461592, 1182282, 0.64
10/12/2015, 519574, 346328, 865902, 0.67
10/13/2015, 565079, 452778, 1017857, 0.80
10/14/2015, 691344, 518053, 1209397, 0.75
10/15/2015, 945970, 818784, 1764754, 0.87
10/16/2015, 1363144, 830396, 2193540, 0.61
10/19/2015, 752685, 507421, 1260106, 0.67
10/20/2015, 698740, 487702, 1186442, 0.70
10/21/2015, 685376, 566036, 1251412, 0.83
10/22/2015, 819713, 541564, 1361277, 0.66
10/23/2015, 1035678, 650879, 1686557, 0.63
10/26/2015, 897008, 643928, 1540936, 0.72
10/27/2015, 861273, 634188, 1495461, 0.74
10/28/2015, 1163315, 629839, 1793154, 0.54
10/29/2015, 920482, 517364, 1437846, 0.56
10/30/2015, 1144803, 680230, 1825033, 0.59
11/02/2015, 777267, 454662, 1231929, 0.58
11/03/2015, 912338, 643232, 1555570, 0.71
11/04/2015, 832515, 605926, 1438441, 0.73
11/05/2015, 1050123, 662047, 1712170, 0.63
11/06/2015, 1069349, 706384, 1775733, 0.66
11/09/2015, 770184, 586808, 1356992, 0.76
11/10/2015, 926296, 744623, 1670919, 0.80
11/11/2015, 860814, 510799, 1371613, 0.59
11/12/2015, 936647, 775492, 1712139, 0.83
11/13/2015, 868792, 852000, 1720792, 0.98
11/16/2015, 726547, 514674, 1241221, 0.71
11/17/2015, 953324, 787142, 1740466, 0.83
11/18/2015, 1099615, 794659, 1894274, 0.72
11/19/2015, 1066858, 847678, 1914536, 0.79
11/20/2015, 937195, 631869, 1569064, 0.67
11/23/2015, 705529, 425957, 1131486, 0.60
11/24/2015, 618712, 414932, 1033644, 0.67
11/25/2015, 532578, 347036, 879614, 0.65
11/27/2015, 258517, 197134, 455651, 0.76
11/30/2015, 526165, 342278, 868443, 0.65
12/01/2015, 594385, 363997, 958382, 0.61
12/02/2015, 658852, 442130, 1100982, 0.67
12/03/2015, 601369, 538969, 1140338, 0.90
12/04/2015, 712072, 436353, 1148425, 0.61
12/07/2015, 583081, 482396, 1065477, 0.83
12/08/2015, 506864, 487429, 994293, 0.96
12/09/2015, 654713, 433836, 1088549, 0.66
12/10/2015, 496637, 359265, 855902, 0.72
12/11/2015, 756163, 694792, 1450955, 0.92
12/14/2015, 1423704, 817803, 2241507, 0.57
12/15/2015, 828132, 548624, 1376756, 0.66
12/16/2015, 1009497, 548574, 1558071, 0.54
12/17/2015, 759912, 585243, 1345155, 0.77
12/18/2015, 1202971, 927371, 2130342, 0.77
12/21/2015, 654244, 418672, 1072916, 0.64
12/22/2015, 626858, 350080, 976938, 0.56
12/23/2015, 689362, 387942, 1077304, 0.56
12/24/2015, 329158, 188972, 518130, 0.57
12/28/2015, 415808, 504746, 920554, 1.21
12/29/2015, 522386, 280795, 803181, 0.54
12/30/2015, 530003, 314592, 844595, 0.59
12/31/2015, 550810, 380480, 931290, 0.69
01/04/2016, 775278, 618316, 1393594, 0.80
01/05/2016, 685261, 447300, 1132561, 0.65
01/06/2016, 795913, 556943, 1352856, 0.70
01/07/2016, 936704, 832730, 1769434, 0.89
01/08/2016, 805323, 745261, 1550584, 0.93
01/11/2016, 788011, 740361, 1528372, 0.94
01/12/2016, 726015, 625189, 1351204, 0.86
01/13/2016, 738452, 675682, 1414134, 0.91
01/14/2016, 1529365, 1250783, 2780148, 0.82
01/15/2016, 977462, 1110422, 2087884, 1.14
01/19/2016, 809527, 503120, 1312647, 0.62
01/20/2016, 1156918, 682213, 1839131, 0.59
01/21/2016, 742255, 515502, 1257757, 0.69
01/22/2016, 845652, 542233, 1387885, 0.64
01/25/2016, 655665, 453984, 1109649, 0.69
01/26/2016, 724081, 447812, 1171893, 0.62
01/27/2016, 865712, 613916, 1479628, 0.71
