Cboe Volume and Put/Call Ratio data is provided for informational purposes only. The volume data reflected below may be based upon preliminary reported volume rather than cleared volume. Cboe makes no guarantee as to the accuracy of the data. Your use of Cboe Volume and Put/Call Ratio data is subject to the Terms and Conditions of the Cboe Website.,,,,
Equity P/C Ratios,,,,
Date,Equity Call Volume,Equity Put Volume,Equity Total Volume,Equity P/C Ratio
11/24/2008,1615408,905927,2521335,0.56
11/25/2008,1168120,818573,1986693,0.7
11/26/2008,1176825,749212,1926037,0.64
11/28/2008,527429,370998,898427,0.7
12/1/2008,970465,856384,1826849,0.88
12/2/2008,1097019,820129,1917148,0.75
12/3/2008,1086087,801826,1887913,0.74
12/4/2008,1022330,834083,1856413,0.82
12/5/2008,1301085,815158,2116243,0.63
12/8/2008,1593418,1161616,2755034,0.73
12/9/2008,1202707,896393,2099100,0.75
12/10/2008,1093761,842222,1935983,0.77
12/11/2008,1109429,916258,2025687,0.83
12/12/2008,944723,862553,1807276,0.91
12/15/2008,762249,651783,1414032,0.86
12/16/2008,1402968,962155,2365123,0.69
12/17/2008,1369425,889013,2258438,0.65
12/18/2008,1253551,1008587,2262138,0.8
12/19/2008,1240289,858515,2098804,0.69
12/22/2008,1001527,600564,1602091,0.6
12/23/2008,736534,424443,1160977,0.58
12/24/2008,308170,204896,513066,0.66
12/26/2008,470996,289915,760911,0.62
12/29/2008,744895,460532,1205427,0.62
12/30/2008,818764,523990,1342754,0.64
12/31/2008,812165,490044,1302209,0.6
1/2/2009,985646,654325,1639971,0.66
1/5/2009,1321952,891631,2213583,0.67
1/6/2009,1497887,1090571,2588458,0.73
1/7/2009,475547,506946,982493,1.07
1/8/2009,617067,537881,1154948,0.87
1/9/2009,1119989,967634,2087623,0.86
1/12/2009,1147569,1133904,2281473,0.99
1/13/2009,1187578,1104906,2292484,0.93
1/14/2009,1325107,1275409,2600516,0.96
1/15/2009,1750147,1738821,3488968,0.99
1/16/2009,1693602,1384885,3078487,0.82
1/20/2009,1534667,1358689,2893356,0.89
1/21/2009,1427942,1130526,2558468,0.79
1/22/2009,1500282,1131258,2631540,0.75
1/23/2009,1564509,1026191,2590700,0.66
1/26/2009,1265678,832083,2097761,0.66
1/27/2009,1135822,782917,1918739,0.69
1/28/2009,1471138,914901,2386039,0.62
1/29/2009,1073619,924098,1997717,0.86
1/30/2009,1091033,933167,2024200,0.86
2/2/2009,1178449,869013,2047462,0.74
2/3/2009,1271706,876977,2148683,0.69
2/4/2009,1309472,980075,2289547,0.75
2/5/2009,1571475,1134119,2705594,0.72
2/6/2009,1655163,989182,2644345,0.6
2/9/2009,1440546,857482,2298028,0.6
2/10/2009,1453623,1093695,2547318,0.75
2/11/2009,1194387,925811,2120198,0.78
2/12/2009,1209800,1059106,2268906,0.88
2/13/2009,992975,722403,1715378,0.73
2/17/2009,1240834,1157538,2398372,0.93
2/18/2009,1251244,1098962,2350206,0.88
2/19/2009,1322317,1216913,2539230,0.92
2/20/2009,2072921,1645851,3718772,0.79
2/23/2009,1364028,1085909,2449937,0.8
2/24/2009,1518117,986214,2504331,0.65
2/25/2009,1316962,843495,2160457,0.64
2/26/2009,1336796,869810,2206606,0.65
2/27/2009,1362982,954638,2317620,0.7
3/2/2009,1362440,1168906,2531346,0.86
3/3/2009,1264268,963403,2227671,0.76
3/4/2009,1487913,1249066,2736979,0.84
3/5/2009,1391120,1249873,2640993,0.9
3/6/2009,1458551,1190934,2649485,0.82
3/9/2009,1334945,798448,2133393,0.6
3/10/2009,1784728,1015634,2800362,0.57
3/11/2009,1564667,1030861,2595528,0.66
3/12/2009,1815147,1114609,2929756,0.61
3/13/2009,1568108,951522,2519630,0.61
3/16/2009,1862133,1308010,3170143,0.7
3/17/2009,1612200,1061665,2673865,0.66
3/18/2009,2723061,1457498,4180559,0.54
3/19/2009,2361107,1319451,3680558,0.56
3/20/2009,1907207,1370170,3277377,0.72
3/23/2009,2211395,1161268,3372663,0.53
3/24/2009,1603529,983376,2586905,0.61
3/25/2009,1529932,973379,2503311,0.64
3/26/2009,1438836,959199,2398035,0.67
3/27/2009,1077332,799945,1877277,0.74
3/30/2009,1233923,984652,2218575,0.8
3/31/2009,1264893,830130,2095023,0.66
4/1/2009,1310244,925342,2235586,0.71
4/2/2009,2165100,1278451,3443551,0.59
4/3/2009,1536751,1031969,2568720,0.67
4/6/2009,1328221,929204,2257425,0.7
4/7/2009,1189872,922691,2112563,0.78
4/8/2009,1444370,937242,2381612,0.65
4/9/2009,2315645,1319985,3635630,0.57
4/13/2009,2420056,1221943,3641999,0.5
4/14/2009,2537197,1458588,3995785,0.57
4/15/2009,1988985,1237292,3226277,0.62
4/16/2009,2489501,1494417,3983918,0.6
4/17/2009,3007023,1681874,4688897,0.56
4/20/2009,2116790,1676254,3793044,0.79
4/21/2009,1862107,1237614,3099721,0.66
4/22/2009,1951323,1250575,3201898,0.64
4/23/2009,1555674,1143141,2698815,0.73
4/24/2009,1768001,1143375,2911376,0.65
4/27/2009,1738229,1129648,2867877,0.65
4/28/2009,1407745,963340,2371085,0.68
4/29/2009,1553160,955209,2508369,0.62
4/30/2009,1750520,1098701,2849221,0.63
5/1/2009,1375729,808176,2183905,0.59
5/4/2009,2026006,1091214,3117220,0.54
5/5/2009,1717042,994788,2711830,0.58
5/6/2009,2559871,1458447,4018318,0.57
5/7/2009,2748652,1836173,4584825,0.67
5/8/2009,2422557,1515641,3938198,0.63
5/11/2009,2010781,1162666,3173447,0.58
5/12/2009,2092020,1393858,3485878,0.67
5/13/2009,2038830,1354341,3393171,0.66
5/14/2009,1854443,1154796,3009239,0.62
5/15/2009,1920340,1203479,3123819,0.63
5/18/2009,1682784,929357,2612141,0.55
5/19/2009,1545614,966222,2511836,0.63
5/20/2009,1844633,1174194,3018827,0.64
5/21/2009,1494672,1140033,2634705,0.76
5/22/2009,1213634,751206,1964840,0.62
5/26/2009,1493500,802536,2296036,0.54
5/27/2009,1419752,1017911,2437663,0.72
5/28/2009,1628794,970575,2599369,0.6
5/29/2009,1487152,891443,2378595,0.6
6/1/2009,2100046,1195222,3295268,0.57
6/2/2009,1553063,972110,2525173,0.63
6/3/2009,1344801,1017630,2362431,0.76
6/4/2009,1458165,911817,2369982,0.63
6/5/2009,1441035,865819,2306854,0.6
6/8/2009,1192729,904109,2096838,0.76
6/9/2009,1383356,916469,2299825,0.66
6/10/2009,1449510,1032348,2481858,0.71
6/11/2009,1761530,972648,2734178,0.55
6/12/2009,1456987,962828,2419815,0.66
6/15/2009,1629787,971417,2601204,0.6
6/16/2009,1409961,1122648,2532609,0.8
6/17/2009,1728561,1514494,3243055,0.88
6/18/2009,1517789,1154208,2671997,0.76
6/19/2009,2034061,1331328,3365389,0.65
6/22/2009,1423971,1025648,2449619,0.72
6/23/2009,1255240,964372,2219612,0.77
6/24/2009,1208481,748379,1956860,0.62
6/25/2009,1105436,825510,1930946,0.75
6/26/2009,939349,650514,1589863,0.69
6/29/2009,875729,631498,1507227,0.72
6/30/2009,933140,767336,1700476,0.82
7/1/2009,895148,659250,1554398,0.74
7/2/2009,1009461,711484,1720945,0.7
7/6/2009,1142916,826932,1969848,0.72
7/7/2009,1086587,922971,2009558,0.85
7/8/2009,1425308,1230172,2655480,0.86
7/9/2009,1036295,824059,1860354,0.8
7/10/2009,1021144,790596,1811740,0.77
7/13/2009,1356049,931502,2287551,0.69
7/14/2009,1226073,957822,2183895,0.78
7/15/2009,2163851,1313651,3477502,0.61
7/16/2009,2002998,1219314,3222312,0.61
7/17/2009,2528980,1464050,3993030,0.58
7/20/2009,2015491,1198907,3214398,0.59
7/21/2009,1556491,944227,2500718,0.61
7/22/2009,1405581,953514,2359095,0.68
7/23/2009,1944104,1275285,3219389,0.66
7/24/2009,1299092,1014869,2313961,0.78
7/27/2009,1319510,713133,2032643,0.54
7/28/2009,1514109,954465,2468574,0.63
7/29/2009,1414547,882900,2297447,0.62
7/30/2009,2271947,1146744,3418691,0.5
7/31/2009,1317780,847014,2164794,0.64
8/3/2009,1624398,1003060,2627458,0.62
8/4/2009,1543957,890168,2434125,0.58
8/5/2009,2082497,1072450,3154947,0.51
8/6/2009,1669020,1127603,2796623,0.68
8/7/2009,2232432,1101859,3334291,0.49
8/10/2009,1438972,807368,2246340,0.56
8/11/2009,1687985,1095397,2783382,0.65
8/12/2009,1520786,927621,2448407,0.61
8/13/2009,1647970,850997,2498967,0.52
8/14/2009,1356590,808002,2164592,0.6
8/17/2009,1378416,972390,2350806,0.71
8/18/2009,1365720,860633,2226353,0.63
8/19/2009,1587271,991528,2578799,0.62
8/20/2009,1860375,943147,2803522,0.51
8/21/2009,2505340,984787,3490127,0.39
8/24/2009,2007644,1083859,3091503,0.54
8/25/2009,1488251,882754,2371005,0.59
8/26/2009,1251111,804035,2055146,0.64
8/27/2009,1695061,1012584,2707645,0.6
8/28/2009,1794424,1007562,2801986,0.56
8/31/2009,1280282,807063,2087345,0.63
9/1/2009,1822353,1247665,3070018,0.68
9/2/2009,1536758,1066606,2603364,0.69
9/3/2009,1371712,790576,2162288,0.58
9/4/2009,1213267,694292,1907559,0.57
9/8/2009,1533971,897902,2431873,0.59
9/9/2009,1618292,896072,2514364,0.55
9/10/2009,1584059,997261,2581320,0.63
9/11/2009,1594557,980775,2575332,0.62
9/14/2009,1684960,934897,2619857,0.55
9/15/2009,2217313,1236879,3454192,0.56
9/16/2009,2718954,1234064,3953018,0.45
9/17/2009,2699444,1427951,4127395,0.53
9/18/2009,2081940,1165652,3247592,0.56
9/21/2009,1477042,950553,2427595,0.64
9/22/2009,1660025,909582,2569607,0.55
9/23/2009,1696558,933739,2630297,0.55
9/24/2009,1483369,1063091,2546460,0.72
9/25/2009,1297197,751851,2049048,0.58
9/28/2009,951294,566966,1518260,0.6
9/29/2009,1155411,707506,1862917,0.61
9/30/2009,1392525,1011310,2403835,0.73
10/1/2009,1497448,1100745,2598193,0.74
10/2/2009,1533057,1295423,2828480,0.84
10/5/2009,1304591,727601,2032192,0.56
10/6/2009,1792514,840362,2632876,0.47
10/7/2009,1390722,718209,2108931,0.52
10/8/2009,1872783,985704,2858487,0.53
10/9/2009,1467498,808060,2275558,0.55
10/12/2009,1420478,796673,2217151,0.56
10/13/2009,1596525,890568,2487093,0.56
10/14/2009,2245483,1034588,3280071,0.46
10/15/2009,2254682,1046973,3301655,0.46
10/16/2009,2469895,1354457,3824352,0.55
10/19/2009,1725203,1047376,2772579,0.61
10/20/2009,1374856,920140,2294996,0.67
10/21/2009,1898780,1043533,2942313,0.55
10/22/2009,1508637,903066,2411703,0.6
10/23/2009,1394294,895156,2289450,0.64
10/26/2009,1560410,1012687,2573097,0.65
10/27/2009,1374402,847280,2221682,0.62
10/28/2009,1684343,1166406,2850749,0.69
10/29/2009,1442781,778944,2221725,0.54
10/30/2009,1483626,1181339,2664965,0.8
11/2/2009,1610838,1279314,2890152,0.79
11/3/2009,1367727,942971,2310698,0.69
11/4/2009,1508591,908222,2416813,0.6
11/5/2009,1307806,827751,2135557,0.63
11/6/2009,1210942,740868,1951810,0.61
11/9/2009,1548581,817575,2366156,0.53
11/10/2009,1188318,684196,1872514,0.58
11/11/2009,1381561,725681,2107242,0.53
11/12/2009,1156503,692842,1849345,0.6
11/13/2009,1131509,706325,1837834,0.62
11/16/2009,1579430,884885,2464315,0.56
11/17/2009,1445455,938787,2384242,0.65
11/18/2009,1578307,927943,2506250,0.59
11/19/2009,1403722,1028342,2432064,0.73
11/20/2009,1708601,1139720,2848321,0.67
11/23/2009,1661114,856989,2518103,0.52
11/24/2009,1093034,679393,1772427,0.62
11/25/2009,984894,606728,1591622,0.62
11/27/2009,771819,477282,1249101,0.62
11/30/2009,990510,774620,1765130,0.78
12/1/2009,1342078,712338,2054416,0.53
12/2/2009,1339739,720541,2060280,0.54
12/3/2009,1381508,868706,2250214,0.63
12/4/2009,1811115,1101627,2912742,0.61
12/7/2009,1204203,793947,1998150,0.66
12/8/2009,1424220,901840,2326060,0.63
12/9/2009,1262085,733876,1995961,0.58
12/10/2009,1300028,806877,2106905,0.62
12/11/2009,1337338,840015,2177353,0.63
12/14/2009,1512456,972619,2485075,0.64
12/15/2009,1835379,1063417,2898796,0.58
12/16/2009,1758306,1195432,2953738,0.68
12/17/2009,1961176,1358496,3319672,0.69
12/18/2009,1827670,1265961,3093631,0.69
12/21/2009,1463648,746240,2209888,0.51
12/22/2009,1216727,774479,1991206,0.64
12/23/2009,1236928,754930,1991858,0.61
12/24/2009,719406,401030,1120436,0.56
12/28/2009,1095925,608645,1704570,0.56
12/29/2009,984411,617069,1601480,0.63
12/30/2009,942335,598571,1540906,0.64
12/31/2009,906253,560987,1467240,0.62
1/4/2010,1631295,853489,2484784,0.52
1/5/2010,1858932,1043265,2902197,0.56
1/6/2010,1730296,904212,2634508,0.52
1/7/2010,2069059,1024414,3093473,0.5
1/8/2010,1830998,891442,2722440,0.49
1/11/2010,1864880,905193,2770073,0.49
1/12/2010,1917040,1110929,3027969,0.58
1/13/2010,1747717,997962,2745679,0.57
1/14/2010,1911347,1034565,2945912,0.54
1/15/2010,2276531,1357994,3634525,0.6
1/19/2010,1735907,983404,2719311,0.57
1/20/2010,1539085,1057893,2596978,0.69
1/21/2010,1860754,1331748,3192502,0.72
1/22/2010,1749986,1315706,3065692,0.75
1/25/2010,1315762,842772,2158534,0.64
1/26/2010,1435276,935524,2370800,0.65
1/27/2010,1358678,936852,2295530,0.69
1/28/2010,1429370,951015,2380385,0.67
1/29/2010,1429957,1048683,2478640,0.73
2/1/2010,1191749,718806,1910555,0.6
2/2/2010,1364634,786658,2151292,0.58
2/3/2010,1226287,788278,2014565,0.64
2/4/2010,1515544,1193388,2708932,0.79
2/5/2010,1414090,1122392,2536482,0.79
2/8/2010,964717,699540,1664257,0.73
2/9/2010,1183136,836107,2019243,0.71
2/10/2010,1074470,692520,1766990,0.64
2/11/2010,1202598,892147,2094745,0.74
2/12/2010,1092998,703981,1796979,0.64
2/16/2010,1372924,856564,2229488,0.62
2/17/2010,1459436,892254,2351690,0.61
2/18/2010,1502631,1017097,2519728,0.68
2/19/2010,1630720,1067482,2698202,0.65
2/22/2010,1411219,892234,2303453,0.63
2/23/2010,1182131,898105,2080236,0.76
2/24/2010,1236453,794415,2030868,0.64
2/25/2010,1067786,867437,1935223,0.81
2/26/2010,990839,674465,1665304,0.68
3/1/2010,1293910,756161,2050071,0.58
3/2/2010,1382361,786376,2168737,0.57
3/3/2010,1177250,759691,1936941,0.65
3/4/2010,1172323,768691,1941014,0.66
3/5/2010,1505197,788575,2293772,0.52
3/8/2010,1396739,733106,2129845,0.52
3/9/2010,1857159,797122,2654281,0.43
3/10/2010,1973787,989039,2962826,0.5
3/11/2010,1560541,845802,2406343,0.54
3/12/2010,1564937,829112,2394049,0.53
3/15/2010,1280037,730338,2010375,0.57
3/16/2010,1576993,774673,2351666,0.49
3/17/2010,1799509,849313,2648822,0.47
3/18/2010,1509457,805833,2315290,0.53
3/19/2010,1834092,1120410,2954502,0.61
3/22/2010,1469979,792685,2262664,0.54
3/23/2010,1401844,736125,2137969,0.53
3/24/2010,1328038,806275,2134313,0.61
3/25/2010,1736838,865609,2602447,0.5
3/26/2010,1231243,743469,1974712,0.6
3/29/2010,1116429,609093,1725522,0.55
3/30/2010,1082762,556388,1639150,0.51
3/31/2010,1247507,559211,1806718,0.45
4/1/2010,1189678,627030,1816708,0.53
4/5/2010,1302692,564312,1867004,0.43
4/6/2010,1566478,725126,2291604,0.46
4/7/2010,1618727,840022,2458749,0.52
4/8/2010,1559574,732676,2292250,0.47
4/9/2010,1637460,790702,2428162,0.48
4/12/2010,1911162,773207,2684369,0.4
4/13/2010,1861052,901407,2762459,0.48
4/14/2010,2980219,964143,3944362,0.32
4/15/2010,2804743,1035320,3840063,0.37
4/16/2010,3121891,1649512,4771403,0.53
4/19/2010,2105520,1080758,3186278,0.51
4/20/2010,1753190,905513,2658703,0.52
4/21/2010,1890708,999816,2890524,0.53
4/22/2010,1812676,930536,2743212,0.51
4/23/2010,1767818,848627,2616445,0.48
4/26/2010,1970144,810898,2781042,0.41
4/27/2010,1982730,1125901,3108631,0.57
4/28/2010,1733098,917543,2650641,0.53
4/29/2010,1784070,893542,2677612,0.5
4/30/2010,1691760,1029855,2721615,0.61
5/3/2010,1674493,891203,2565696,0.53
5/4/2010,1892800,1263154,3155954,0.67
5/5/2010,1842132,1291757,3133889,0.7
5/6/2010,2811670,1983110,4794780,0.71
5/7/2010,2220791,1772509,3993300,0.8
5/10/2010,1656149,1045195,2701344,0.63
5/11/2010,1430894,977761,2408655,0.68
5/12/2010,1639510,839257,2478767,0.51
5/13/2010,1501324,857077,2358401,0.57
5/14/2010,1669238,1174989,2844227,0.7
5/17/2010,1491346,1020752,2512098,0.68
5/18/2010,1527969,994570,2522539,0.65
5/19/2010,1591057,1302425,2893482,0.82
5/20/2010,1842471,1760353,3602824,0.96
5/21/2010,2120716,1863997,3984713,0.88
5/24/2010,1232396,792605,2025001,0.64
5/25/2010,1423252,984027,2407279,0.69
5/26/2010,1510503,803358,2313861,0.53
5/27/2010,1268412,659448,1927860,0.52
5/28/2010,893256,522284,1415540,0.58
6/1/2010,969594,588218,1557812,0.61
6/2/2010,1055359,634767,1690126,0.6
6/3/2010,1106467,663326,1769793,0.6
6/4/2010,1203231,719353,1922584,0.6
6/7/2010,1184024,724006,1908030,0.61
6/8/2010,1141322,800111,1941433,0.7
6/9/2010,1283230,913754,2196984,0.71
6/10/2010,1221362,809936,2031298,0.66
6/11/2010,873051,614102,1487153,0.7
6/14/2010,1183695,700951,1884646,0.59
6/15/2010,1243698,690993,1934691,0.56
6/16/2010,1142680,764352,1907032,0.67
6/17/2010,1191990,817501,2009491,0.69
6/18/2010,1416914,895853,2312767,0.63
6/21/2010,1414722,796469,2211191,0.56
6/22/2010,1017734,649261,1666995,0.64
6/23/2010,825807,582671,1408478,0.71
6/24/2010,969164,795712,1764876,0.82
6/25/2010,992696,645656,1638352,0.65
6/28/2010,807671,552519,1360190,0.68
6/29/2010,1178380,927616,2105996,0.79
6/30/2010,991496,603515,1595011,0.61
7/1/2010,1278686,971330,2250016,0.76
7/2/2010,798737,479143,1277880,0.6
7/6/2010,954075,609326,1563401,0.64
7/7/2010,1095899,570560,1666459,0.52
7/8/2010,1064789,637720,1702509,0.6
7/9/2010,1035238,629630,1664868,0.61
7/12/2010,1016963,644961,1661924,0.63
7/13/2010,1691019,887391,2578410,0.52
7/14/2010,1270417,741030,2011447,0.58
7/15/2010,1266977,766551,2033528,0.61
7/16/2010,1516044,1160647,2676691,0.77
7/19/2010,1377514,722787,2100301,0.52
7/20/2010,1246606,661150,1907756,0.53
7/21/2010,1149301,741497,1890798,0.65
7/22/2010,1435420,769983,2205403,0.54
7/23/2010,1123923,646922,1770845,0.58
7/26/2010,1095255,608484,1703739,0.56
7/27/2010,1332293,726418,2058711,0.55
7/28/2010,926981,661957,1588938,0.71
7/29/2010,1129105,758053,1887158,0.67
7/30/2010,853188,535429,1388617,0.63
8/2/2010,1167750,664131,1831881,0.57
8/3/2010,1057768,629432,1687200,0.6
8/4/2010,1146541,648519,1795060,0.57
8/5/2010,983113,593738,1576851,0.6
8/6/2010,1002835,569790,1572625,0.57
8/9/2010,843785,483274,1327059,0.57
8/10/2010,932585,587596,1520181,0.63
8/11/2010,1151231,883147,2034378,0.77
8/12/2010,1128901,701485,1830386,0.62
8/13/2010,775613,518793,1294406,0.67
8/16/2010,815446,586308,1401754,0.72
8/17/2010,1092171,691409,1783580,0.63
8/18/2010,1077638,720089,1797727,0.67
8/19/2010,1179244,884513,2063757,0.75
8/20/2010,1331720,967871,2299591,0.73
8/23/2010,1531594,595272,2126866,0.39
8/24/2010,1055972,774594,1830566,0.73
8/25/2010,1068964,664930,1733894,0.62
8/26/2010,814966,546917,1361883,0.67
8/27/2010,998262,571444,1569706,0.57
8/30/2010,692508,403434,1095942,0.58
8/31/2010,810628,602813,1413441,0.74
9/1/2010,1223245,597648,1820893,0.49
9/2/2010,1026434,580990,1607424,0.57
9/3/2010,926551,521730,1448281,0.56
9/7/2010,791779,477543,1269322,0.6
9/8/2010,994367,534906,1529273,0.54
9/9/2010,924348,564057,1488405,0.61
9/10/2010,796210,568363,1364573,0.71
9/13/2010,1251676,645382,1897058,0.52
9/14/2010,1290557,787495,2078052,0.61
9/15/2010,1280720,699052,1979772,0.55
9/16/2010,1176486,681683,1858169,0.58
9/17/2010,1519394,876940,2396334,0.58
9/20/2010,1475119,704247,2179366,0.48
9/21/2010,1198654,741126,1939780,0.62
9/22/2010,1037409,750822,1788231,0.72
9/23/2010,1114239,711664,1825903,0.64
9/24/2010,1225730,703287,1929017,0.57
9/27/2010,939500,541248,1480748,0.58
9/28/2010,1070489,646093,1716582,0.6
9/29/2010,1168894,657776,1826670,0.56
9/30/2010,1160710,638220,1798930,0.55
10/1/2010,1052033,604616,1656649,0.57
10/4/2010,979163,599286,1578449,0.61
10/5/2010,1343040,753983,2097023,0.56
10/6/2010,1318251,773380,2091631,0.59
10/7/2010,1155306,793908,1949214,0.69
10/8/2010,1325149,817937,2143086,0.62
10/11/2010,1222569,728197,1950766,0.6
10/12/2010,1213961,655580,1869541,0.54
10/13/2010,1953116,876146,2829262,0.45
10/14/2010,1951991,1142387,3094378,0.59
10/15/2010,2416913,1150989,3567902,0.48
10/18/2010,1548036,873513,2421549,0.56
10/19/2010,1487792,1038752,2526544,0.7
10/20/2010,1298649,897683,2196332,0.69
10/21/2010,1157722,837252,1994974,0.72
10/22/2010,967911,669035,1636946,0.69
10/25/2010,1220092,771958,1992050,0.63
10/26/2010,1324696,795784,2120480,0.6
10/27/2010,1314779,856190,2170969,0.65
10/28/2010,1336102,822521,2158623,0.62
10/29/2010,1231552,685314,1916866,0.56
11/1/2010,1207276,761749,1969025,0.63
11/2/2010,1142902,639578,1782480,0.56
11/3/2010,1445460,800243,2245703,0.55
11/4/2010,2266154,1062951,3329105,0.47
11/5/2010,2161609,923541,3085150,0.43
11/8/2010,1418806,764823,2183629,0.54
11/9/2010,1628409,921560,2549969,0.57
11/10/2010,1441942,703134,2145076,0.49
11/11/2010,1442744,829804,2272548,0.58
11/12/2010,1427699,949723,2377422,0.67
11/15/2010,1324358,747432,2071790,0.56
11/16/2010,1568223,1061406,2629629,0.68
11/17/2010,1330182,779457,2109639,0.59
11/18/2010,1535792,832801,2368593,0.54
11/19/2010,1692728,975261,2667989,0.58
11/22/2010,1339851,765451,2105302,0.57
11/23/2010,1114862,809079,1923941,0.73
11/24/2010,994971,514857,1509828,0.52
11/26/2010,425612,280807,706419,0.66
11/29/2010,964930,682920,1647850,0.71
11/30/2010,1068602,624305,1692907,0.58
12/1/2010,1368010,620540,1988550,0.45
12/2/2010,1561657,714729,2276386,0.46
12/3/2010,1189532,623556,1813088,0.52
12/6/2010,1250586,618276,1868862,0.49
12/7/2010,1712440,805420,2517860,0.47
12/8/2010,1379230,681958,2061188,0.49
12/9/2010,1618156,698841,2316997,0.43
12/10/2010,1521299,645998,2167297,0.42
12/13/2010,1578829,703197,2282026,0.45
12/14/2010,1397783,719199,2116982,0.51
12/15/2010,1327953,736439,2064392,0.55
12/16/2010,1581687,777076,2358763,0.49
12/17/2010,1642894,842264,2485158,0.51
12/20/2010,1414644,808226,2222870,0.57
12/21/2010,1251204,665482,1916686,0.53
12/22/2010,1186623,587676,1774299,0.5
12/23/2010,914831,486344,1401175,0.53
12/27/2010,745444,423297,1168741,0.57
12/28/2010,872090,485755,1357845,0.56
12/29/2010,829581,443878,1273459,0.54
12/30/2010,828555,431705,1260260,0.52
12/31/2010,657548,480691,1138239,0.73
1/3/2011,1820875,734672,2555547,0.4
1/4/2011,1688125,744510,2432635,0.44
1/5/2011,1674509,828614,2503123,0.49
1/6/2011,1832584,886709,2719293,0.48
1/7/2011,1770738,891224,2661962,0.5
1/10/2011,1338638,733285,2071923,0.55
1/11/2011,1483651,798543,2282194,0.54
1/12/2011,1697726,776434,2474160,0.46
1/13/2011,1858414,950253,2808667,0.51
1/14/2011,2516617,931545,3448162,0.37
1/18/2011,2030641,925156,2955797,0.46
1/19/2011,2099520,1013980,3113500,0.48
1/20/2011,1943446,1337018,3280464,0.69
1/21/2011,2271763,1263551,3535314,0.56
1/24/2011,1633084,865327,2498411,0.53
1/25/2011,1523128,992980,2516108,0.65
1/26/2011,1474263,857603,2331866,0.58
1/27/2011,1455766,820946,2276712,0.56
1/28/2011,1542301,1033994,2576295,0.67
1/31/2011,1245689,761346,2007035,0.61
2/1/2011,1675972,837266,2513238,0.5
2/2/2011,1602730,739602,2342332,0.46
2/3/2011,1480279,872056,2352335,0.59
2/4/2011,1381843,888221,2270064,0.64
2/7/2011,1545196,732947,2278143,0.47
2/8/2011,1338079,723200,2061279,0.54
2/9/2011,1462111,790201,2252312,0.54
2/10/2011,1654025,918543,2572568,0.56
2/11/2011,1644043,893619,2537662,0.54
2/14/2011,1551520,815067,2366587,0.53
2/15/2011,1364445,754566,2119011,0.55
2/16/2011,1670334,939520,2609854,0.56
2/17/2011,1734941,866722,2601663,0.5
2/18/2011,1837991,1139099,2977090,0.62
2/22/2011,1656143,1152235,2808378,0.7
2/23/2011,1714232,1235683,2949915,0.72
2/24/2011,1325329,940541,2265870,0.71
2/25/2011,1287299,648597,1935896,0.5
2/28/2011,1188095,641081,1829176,0.54
3/1/2011,1239183,755069,1994252,0.61
3/2/2011,1132461,611975,1744436,0.54
3/3/2011,1239343,676877,1916220,0.55
3/4/2011,1366175,774977,2141152,0.57
3/7/2011,1199597,758772,1958369,0.63
3/8/2011,1233932,684205,1918137,0.55
3/9/2011,1112251,680820,1793071,0.61
3/10/2011,1337541,992086,2329627,0.74
3/11/2011,1010365,632206,1642571,0.63
3/14/2011,1039940,708242,1748182,0.68
3/15/2011,1490495,1073923,2564418,0.72
3/16/2011,1540335,1223418,2763753,0.79
3/17/2011,1149614,867039,2016653,0.75
3/18/2011,1571417,1100528,2671945,0.7
3/21/2011,1605341,801238,2406579,0.5
3/22/2011,1150735,639141,1789876,0.56
3/23/2011,1123251,687310,1810561,0.61
3/24/2011,1379727,789539,2169266,0.57
3/25/2011,1202373,683039,1885412,0.57
3/28/2011,965516,549492,1515008,0.57
3/29/2011,1029712,561462,1591174,0.55
3/30/2011,1229205,662529,1891734,0.54
3/31/2011,1113466,626690,1740156,0.56
4/1/2011,1324295,681305,2005600,0.51
4/4/2011,1041914,626230,1668144,0.6
4/5/2011,1210700,697086,1907786,0.58
4/6/2011,1328425,756910,2085335,0.57
4/7/2011,1229066,653530,1882596,0.53
4/8/2011,1219691,717289,1936980,0.59
4/11/2011,1118835,697880,1816715,0.62
4/12/2011,1364463,812597,2177060,0.6
4/13/2011,1154900,761940,1916840,0.66
4/14/2011,1274349,888932,2163281,0.7
4/15/2011,1546003,964234,2510237,0.62
4/18/2011,1259673,777653,2037326,0.62
4/19/2011,1199211,779755,1978966,0.65
4/20/2011,1534919,796745,2331664,0.52
4/21/2011,1289808,808318,2098126,0.63
4/25/2011,983403,571565,1554968,0.58
4/26/2011,1159969,676430,1836399,0.58
4/27/2011,1245157,742587,1987744,0.6
4/28/2011,1277787,706087,1983874,0.55
4/29/2011,1171354,674867,1846221,0.58
5/2/2011,1174763,594101,1768864,0.51
5/3/2011,1387447,877154,2264601,0.63
5/4/2011,1303559,941839,2245398,0.72
5/5/2011,1212796,780509,1993305,0.64
5/6/2011,1053468,666705,1720173,0.63
5/9/2011,850619,540780,1391399,0.64
5/10/2011,964064,566564,1530628,0.59
5/11/2011,1108303,746159,1854462,0.67
5/12/2011,1170408,773593,1944001,0.66
5/13/2011,995598,742281,1737879,0.75
5/16/2011,1113680,691891,1805571,0.62
5/17/2011,1122550,848732,1971282,0.76
